Product_Number,Description,Gearhead_type,Reduction,Stages,Max_cont_torque,Max_int_torque,Max_eff,Inertia,Direction,Weight,Recommended,Price
unknown_34,"Planetary gearhead GPX 6 Ø6 mm, 2-stage",GPX ,15 : 1 ,2,0.005,0.01,77,0.001,= ,2,0,88.27
unknown_35,"Planetary gearhead GPX 6 Ø6 mm, 3-stage",GPX ,57 : 1 ,3,0.01,0.02,68,0.001,= ,2,0,96.09
unknown_36,"Planetary gearhead GPX 8 Ø8 mm, 3-stage",GPX ,216 : 1 ,3,0.02,0.03,66,0.004,= ,4,0,110.82
unknown_37,"Planetary gearhead GPX 8 Ø8 mm, 4-stage",GPX ,256 : 1 ,4,0.08,0.12,65,0.004,= ,4,0,156.18
unknown_38,"Planetary gearhead GPX 8 Ø8 mm, 1-stage",GPX ,4 : 1 ,1,0.01,0.015,90,0.004,= ,3,0,96.18
unknown_39,"Planetary gearhead GPX 8 Ø8 mm, 5-stage",GPX ,1024 : 1 ,5,0.1,0.15,59,0.004,= ,5,0,181.82
unknown_40,"Planetary gearhead GPX 8 Ø8 mm, 4-stage",GPX ,1296 : 1 ,4,0.04,0.06,57,0.004,= ,4,0,127.55
unknown_41,"Planetary gearhead GPX 8 Ø8 mm, 2-stage",GPX ,16 : 1 ,2,0.02,0.03,81,0.004,= ,3,0,111.09
unknown_42,"Planetary gearhead GPX 8 Ø8 mm, 2-stage",GPX ,36 : 1 ,2,0.008,0.012,76,0.004,= ,3,0,96.18
unknown_43,"Planetary gearhead GPX 8 Ø8 mm, 3-stage",GPX ,64 : 1 ,3,0.06,0.09,73,0.004,= ,4,0,132.64
unknown_44,"Planetary gearhead GPX 10 Ø10 mm, 1-stage",GPX ,4 : 1 ,1,0.01,0.02,90,0.005,= ,7,0,70.36
unknown_45,"Planetary gearhead GPX 10 Ø10 mm, 2-stage",GPX ,16 : 1 ,2,0.03,0.05,81,0.005,= ,7,0,78.09
unknown_46,"Planetary gearhead GPX 10 Ø10 mm, 3-stage",GPX ,64 : 1 ,3,0.1,0.15,73,0.005,= ,8,0,91.27
unknown_47,"Planetary gearhead GPX 10 Ø10 mm, 4-stage",GPX ,256 : 1 ,4,0.15,0.2,65,0.005,= ,8,0,104.73
unknown_48,"Planetary gearhead GPX 10 Ø10 mm, 5-stage",GPX ,1024 : 1 ,5,0.15,0.2,59,0.005,= ,9,0,118.18
unknown_49,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,103 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_50,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,111 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_51,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,138 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_52,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,150 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_53,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,172 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_54,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,186 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_55,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,231 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_56,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,243 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_57,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,326 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_58,"Planetary gearhead GPX 12 Ø12 mm, 1-stage",GPX ,3.9 : 1 ,1,0.08,0.1,90,0.0578,= ,11,0,70.27
unknown_59,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,406 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_60,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,439 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_61,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,546 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_62,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,590 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_63,"Planetary gearhead GPX 12 Ø12 mm, 1-stage",GPX ,5.3 : 1 ,1,0.08,0.1,90,0.0578,= ,11,0,70.27
unknown_64,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,679 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_65,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,734 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_66,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,794 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_67,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,913 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_68,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,987 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_69,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,1135 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_70,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,1227 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_71,"Planetary gearhead GPX 12 Ø12 mm, 4-stage",GPX ,1526 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,101.27
unknown_72,"Planetary gearhead GPX 12 Ø12 mm, 2-stage",GPX ,16 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,78.55
unknown_73,"Planetary gearhead GPX 12 Ø12 mm, 2-stage",GPX ,21 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,78.55
unknown_74,"Planetary gearhead GPX 12 Ø12 mm, 2-stage",GPX ,26 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,78.55
unknown_75,"Planetary gearhead GPX 12 Ø12 mm, 2-stage",GPX ,28 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,78.55
unknown_76,"Planetary gearhead GPX 12 Ø12 mm, 2-stage",GPX ,35 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,78.55
unknown_77,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,62 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_78,"Planetary gearhead GPX 12 Ø12 mm, 3-stage",GPX ,83 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,88.91
unknown_79,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,103 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_80,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,111 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_81,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,138 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_82,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,150 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_83,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,172 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_84,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,186 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_85,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,231 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_86,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,243 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_87,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,326 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_88,"Planetary gearhead GPX 12 C Ø12 mm, 1-stage",GPX ,3.9 : 1 ,1,0.11,0.15,90,0.0578,= ,11,0,88.36
unknown_89,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,406 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_90,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,439 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_91,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,546 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_92,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,590 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_93,"Planetary gearhead GPX 12 C Ø12 mm, 1-stage",GPX ,5.3 : 1 ,1,0.11,0.15,90,0.0578,= ,11,0,88.36
unknown_94,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,679 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_95,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,734 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_96,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,794 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_97,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,913 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_98,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,987 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_99,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,1135 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_100,"Planetary gearhead GPX 12 C Ø12 mm, 4-stage",GPX ,1526 : 1 ,4,0.23,0.29,65,0.0834,= ,19,0,137.45
unknown_101,"Planetary gearhead GPX 12 C Ø12 mm, 2-stage",GPX ,16 : 1 ,2,0.15,0.19,80,0.0602,= ,14,0,103.09
unknown_102,"Planetary gearhead GPX 12 C Ø12 mm, 2-stage",GPX ,21 : 1 ,2,0.15,0.19,80,0.0602,= ,14,0,103.09
unknown_103,"Planetary gearhead GPX 12 C Ø12 mm, 2-stage",GPX ,26 : 1 ,2,0.15,0.19,80,0.0602,= ,14,0,103.09
unknown_104,"Planetary gearhead GPX 12 C Ø12 mm, 2-stage",GPX ,28 : 1 ,2,0.15,0.19,80,0.0602,= ,14,0,103.09
unknown_105,"Planetary gearhead GPX 12 C Ø12 mm, 2-stage",GPX ,35 : 1 ,2,0.15,0.19,80,0.0602,= ,14,0,103.09
unknown_106,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,62 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_107,"Planetary gearhead GPX 12 C Ø12 mm, 3-stage",GPX ,83 : 1 ,3,0.19,0.24,75,0.0664,= ,17,0,119.91
unknown_108,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,103 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_109,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,111 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_110,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,138 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_111,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,150 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_112,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,172 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_113,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,186 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_114,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,231 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_115,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,243 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_116,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,326 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_117,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,406 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_118,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,439 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_119,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,546 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_120,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,590 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_121,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,679 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_122,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,734 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_123,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,794 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_124,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,913 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_125,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,987 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_126,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,1135 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_127,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,1227 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_128,"Planetary gearhead GPX 12 HP Ø12 mm, 4-stage",GPX ,1526 : 1 ,4,0.35,0.41,55,0.0704,= ,21,0,149
unknown_129,"Planetary gearhead GPX 12 HP Ø12 mm, 2-stage",GPX ,16 : 1 ,2,0.25,0.3,75,0.0659,= ,16,0,116.55
unknown_130,"Planetary gearhead GPX 12 HP Ø12 mm, 2-stage",GPX ,21 : 1 ,2,0.25,0.3,75,0.0659,= ,16,0,116.55
unknown_131,"Planetary gearhead GPX 12 HP Ø12 mm, 2-stage",GPX ,26 : 1 ,2,0.25,0.3,75,0.0659,= ,16,0,116.55
unknown_132,"Planetary gearhead GPX 12 HP Ø12 mm, 2-stage",GPX ,28 : 1 ,2,0.25,0.3,75,0.0659,= ,16,0,116.55
unknown_133,"Planetary gearhead GPX 12 HP Ø12 mm, 2-stage",GPX ,35 : 1 ,2,0.25,0.3,75,0.0659,= ,16,0,116.55
unknown_134,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,62 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_135,"Planetary gearhead GPX 12 HP Ø12 mm, 3-stage",GPX ,83 : 1 ,3,0.3,0.38,65,0.0671,= ,19,0,132.36
unknown_136,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,103 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_137,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,111 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_138,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,138 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_139,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,150 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_140,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,172 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_141,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,186 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_142,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,231 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_143,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,243 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_144,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,326 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_145,"Planetary gearhead GPX 12 LN Ø12 mm, 1-stage",GPX ,3.9 : 1 ,1,0.06,0.08,90,0.0578,= ,11,0,84.82
unknown_146,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,406 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_147,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,439 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_148,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,546 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_149,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,590 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_150,"Planetary gearhead GPX 12 LN Ø12 mm, 1-stage",GPX ,5.3 : 1 ,1,0.06,0.08,90,0.0578,= ,11,0,84.82
unknown_151,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,679 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_152,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,734 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_153,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,794 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_154,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,913 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_155,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,987 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_156,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,1135 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_157,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,1227 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_158,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,1526 : 1 ,4,0.14,0.18,65,0.0834,= ,19,0,115.82
unknown_159,"Planetary gearhead GPX 12 LN Ø12 mm, 2-stage",GPX ,16 : 1 ,2,0.09,0.11,80,0.0602,= ,14,0,93.09
unknown_160,"Planetary gearhead GPX 12 LN Ø12 mm, 2-stage",GPX ,21 : 1 ,2,0.09,0.11,80,0.0602,= ,14,0,93.09
unknown_161,"Planetary gearhead GPX 12 LN Ø12 mm, 2-stage",GPX ,26 : 1 ,2,0.09,0.11,80,0.0602,= ,14,0,93.09
unknown_162,"Planetary gearhead GPX 12 LN Ø12 mm, 2-stage",GPX ,28 : 1 ,2,0.09,0.11,80,0.0602,= ,14,0,93.09
unknown_163,"Planetary gearhead GPX 12 LN Ø12 mm, 2-stage",GPX ,35 : 1 ,2,0.09,0.11,80,0.0602,= ,14,0,93.09
unknown_164,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,62 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_165,"Planetary gearhead GPX 12 LN Ø12 mm, 3-stage",GPX ,83 : 1 ,3,0.11,0.14,75,0.0664,= ,17,0,103.45
unknown_166,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,103 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_167,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,111 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_168,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,138 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_169,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,150 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_170,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,172 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_171,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,186 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_172,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,231 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_173,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,243 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_174,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,326 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_175,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,406 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_176,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,439 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_177,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,546 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_178,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,590 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_179,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,679 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_180,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,734 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_181,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,794 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_182,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,913 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_183,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,987 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_184,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,1135 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_185,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,1227 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_186,"Planetary gearhead GPX 12 LZ Ø12 mm, 4-stage",GPX ,1526 : 1 ,4,0.17,0.21,65,0.0834,= ,19,0,128.45
unknown_187,"Planetary gearhead GPX 12 LZ Ø12 mm, 2-stage",GPX ,16 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,105.73
unknown_188,"Planetary gearhead GPX 12 LZ Ø12 mm, 2-stage",GPX ,21 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,105.73
unknown_189,"Planetary gearhead GPX 12 LZ Ø12 mm, 2-stage",GPX ,26 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,105.73
unknown_190,"Planetary gearhead GPX 12 LZ Ø12 mm, 2-stage",GPX ,28 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,105.73
unknown_191,"Planetary gearhead GPX 12 LZ Ø12 mm, 2-stage",GPX ,35 : 1 ,2,0.11,0.14,80,0.0602,= ,14,0,105.73
unknown_192,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,62 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_193,"Planetary gearhead GPX 12 LZ Ø12 mm, 3-stage",GPX ,83 : 1 ,3,0.14,0.18,75,0.0664,= ,17,0,116.09
unknown_194,"Planetary gearhead GPX 13 SP STE Ø13 mm, 3-stage",GPX ,125 : 1 ,3,0.15,0.19,70,0.0074,= ,30,0,258.09
unknown_195,"Planetary gearhead GPX 13 SP STE Ø13 mm, 1-stage",GPX ,5 : 1 ,1,0.025,0.03,85,0.0095,= ,21,0,162.82
unknown_196,"Planetary gearhead GPX 13 SP STE Ø13 mm, 2-stage",GPX ,25 : 1 ,2,0.06,0.075,80,0.0075,= ,26,0,211.55
unknown_197,"Planetary gearhead GPX 13 SP STES Ø13 mm, 3-stage",GPX ,125 : 1 ,3,0.15,0.19,70,0.0074,= ,30,0,343.27
unknown_198,"Planetary gearhead GPX 13 SP STES Ø13 mm, 1-stage",GPX ,5 : 1 ,1,0.025,0.03,85,0.0095,= ,21,0,248
unknown_199,"Planetary gearhead GPX 13 SP STES Ø13 mm, 2-stage",GPX ,25 : 1 ,2,0.06,0.075,80,0.0075,= ,26,0,296.73
unknown_200,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,103 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_201,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,111 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_202,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,138 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_203,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,150 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_204,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,172 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_205,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,186 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_206,"Planetary gearhead GPX 14 Ø14 mm, 3-stage",GPX ,231 : 1 ,3,0.25,0.31,75,0.065,= ,21,0,86.73
unknown_207,"Planetary gearhead GPX 14 Ø14 mm, 4-stage",GPX ,243 : 1 ,4,0.3,0.38,65,0.0684,= ,23,0,99.09
unknown_208,"Planetary gearhead GPX 14 Ø14 mm, 4-stage",GPX ,326 : 1 ,4,0.3,0.38,65,0.0684,= ,23,0,99.09
unknown_209,"Planetary gearhead GPX 14 Ø14 mm, 1-stage",GPX ,3.9 : 1 ,1,0.16,0.2,90,0.0673,= ,14,0,68.09
unknown_210,"Planetary gearhead GPX 14 Ø14 mm, 4-stage",GPX ,406 : 1 ,4,0.3,0.38,65,0.0684,= ,23,0,99.09
unknown_211,"Planetary gearhead GPX 14 Ø14 mm, 4-stage",GPX ,439 : 1 ,4,0.3,0.38,65,0.0684,= ,23,0,99.09
unknown_212,"Planetary gearhead GPX 14 Ø14 mm, 4-stage",GPX ,546 : 1 ,4,0.3,0.38,65,0.0684,= ,23,0,99.09
unknown_213,"Planetary gearhead GPX 14 Ø14 mm, 4-stage",GPX ,590 : 1 ,4,0.3,0.38,65,0.0684,= ,23,0,99.09
