Product_Number,Description,Gearhead_type,Reduction,Stages,Max_cont_torque,Max_int_torque,Max_eff,Inertia,Direction,Weight,Recommended,Price
232783,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,231 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232784,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,270 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232785,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,285 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232786,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,316 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232787,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,333 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232788,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,370 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232789,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,389 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232790,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,410 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232791,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,455 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232792,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,479 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232793,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,561 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232794,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,590 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232795,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,690 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232796,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,742 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232797,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,850 : 1 ,4,0.5,0.7,49,0.4,= ,51,1,68.64
232798,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,867 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232799,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1014 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232800,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1068 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232801,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1185 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232802,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1249 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232803,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1386 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232804,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1460 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232805,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1538 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232806,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1621 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232807,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1707 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232808,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1798 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232809,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,1996 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232810,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,2102 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232811,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,2214 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232812,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,2458 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232813,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,2589 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232814,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,3027 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232815,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,3189 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232816,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,3728 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
232817,"Planetary Gearhead GP 22 L Ø22 mm, 0.2 - 0.6 Nm, Plastic Version",GP ,4592 : 1 ,5,0.6,0.8,42,0.4,= ,59,1,76.73
235066,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,6.4 : 1 ,2,0.06,0.15,81,0.0057,= ,13,1,61.45
235068,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,9.1 : 1 ,2,0.06,0.15,81,0.0035,= ,13,1,61.45
235069,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,12 : 1 ,2,0.06,0.15,81,0.0025,= ,13,1,61.45
235070,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,22 : 1 ,3,0.06,0.15,73,0.0052,,14,1,67
235071,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,31 : 1 ,3,0.06,0.15,73,0.0033,,14,1,67
235072,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,41 : 1 ,3,0.06,0.15,73,0.0023,,14,1,67
235073,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,76 : 1 ,4,0.1,0.3,66,0.0035,= ,15,1,72.45
235074,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,108 : 1 ,4,0.1,0.3,66,0.002,= ,15,1,72.45
235075,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,141 : 1 ,4,0.1,0.3,66,0.0014,= ,15,1,72.45
235076,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,261 : 1 ,5,0.1,0.3,59,0.0032,,17,1,78.45
235077,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,371 : 1 ,5,0.1,0.3,59,0.0018,,17,1,78.45
235078,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,485 : 1 ,5,0.1,0.3,59,0.0013,,17,1,78.45
235079,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,900 : 1 ,6,0.1,0.3,53,0.0032,= ,17,1,84.09
235080,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,1278 : 1 ,6,0.1,0.3,53,0.0018,= ,17,1,84.09
235081,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,1670 : 1 ,6,0.1,0.3,53,0.0013,= ,17,1,84.09
235082,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,3101 : 1 ,7,0.1,0.3,48,0.0032,,18,1,89.73
235083,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,4403 : 1 ,7,0.1,0.3,48,0.0018,,18,1,89.73
235084,"Spur Gearhead GS 16 V Ø16 mm, 0.06 - 0.1 Nm, Reinforced",GS ,5752 : 1 ,7,0.1,0.3,48,0.0013,,18,1,89.73
260551,"Planetary Gearhead GP 42 C Ø42 mm, 3 - 15 Nm, Ceramic Version",GP ,6 : 1 ,1,3,4.5,90,4.9,= ,260,1,208.09
260552,"Planetary Gearhead GP 42 C Ø42 mm, 3 - 15 Nm, Ceramic Version",GP ,36 : 1 ,2,7.5,11.3,81,5,= ,360,1,234.36
260553,"Planetary Gearhead GP 42 C Ø42 mm, 3 - 15 Nm, Ceramic Version",GP ,216 : 1 ,3,15,22.5,72,5,= ,460,1,248.64
260554,"Planetary Gearhead GP 42 C Ø42 mm, 3 - 15 Nm, Ceramic Version",GP ,1296 : 1 ,4,15,22.5,64,5,= ,560,1,284
266595,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,32 : 1 ,3,2,2.5,76,1.35,,220,1,128.73
301171,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,47 : 1 ,3,2,2.5,76,0.88,,220,1,128.73
301173,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,26 : 1 ,3,2,2.5,76,1.44,,220,1,128.73
301175,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,18 : 1 ,3,2,2.5,76,1.57,,220,0,128.73
301177,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,5 : 1 ,2,0.5,0.75,87,3.72,= ,220,1,124.09
301178,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,7 : 1 ,2,0.5,0.75,87,3.11,= ,220,1,124.09
301179,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,9.3 : 1 ,2,0.5,0.75,87,2.05,= ,220,1,124.09
301180,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,14 : 1 ,2,0.5,0.75,87,2.18,= ,220,1,124.09
301181,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,61 : 1 ,4,2,2.5,66,0.99,= ,250,1,135.64
301182,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,89 : 1 ,4,2,2.5,66,0.96,= ,250,1,135.64
301184,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,111 : 1 ,4,2,2.5,66,0.6,= ,250,1,135.64
301185,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,163 : 1 ,4,2,2.5,66,0.53,= ,250,1,135.64
301186,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,212 : 1 ,5,2,2.5,59,0.83,,280,1,143.09
301187,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,310 : 1 ,5,2,2.5,59,0.82,,280,1,143.09
301188,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,385 : 1 ,5,2,2.5,59,0.46,,280,1,143.09
301189,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,564 : 1 ,5,2,2.5,59,0.82,,280,1,143.09
301191,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,732 : 1 ,6,2,2.5,53,0.78,= ,310,1,146.91
301192,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,1072 : 1 ,6,2,2.5,53,0.777,= ,310,1,146.91
301193,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,1334 : 1 ,6,2,2.5,53,0.424,= ,310,1,146.91
301194,"Spur Gearhead GS 45 A Ø45 mm, 0.5 - 2.0 Nm",GS ,1952 : 1 ,6,2,2.5,53,0.415,= ,310,1,146.91
310301,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,6.4 : 1 ,2,0.01,0.03,81,0.002,= ,6,1,34.91
310302,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",,,NaN,NaN,NaN,NaN,NaN,,NaN,1,36.73
310304,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,22 : 1 ,3,0.015,0.035,73,0.002,,7,1,40.73
310305,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,31 : 1 ,3,0.015,0.035,73,0.002,,7,1,40.73
310307,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,76 : 1 ,4,0.02,0.04,66,0.002,= ,8,1,48.64
310308,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,108 : 1 ,4,0.02,0.04,66,0.002,= ,8,1,48.64
310310,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,261 : 1 ,5,0.025,0.045,59,0.002,,9,1,54.45
310311,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,371 : 1 ,5,0.025,0.045,59,0.002,,9,1,54.45
310313,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,900 : 1 ,6,0.03,0.05,53,0.002,= ,10,1,60.18
310314,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,1278 : 1 ,6,0.03,0.05,53,0.002,= ,10,1,60.18
310316,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,3101 : 1 ,7,0.03,0.05,48,0.002,,11,1,66
310317,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,4402 : 1 ,7,0.03,0.05,48,0.002,,11,1,66
313872,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,13 : 1 ,3,0.01,0.03,73,0.002,,7,1,40.73
313990,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,58 : 1 ,4,0.02,0.04,66,0.002,= ,8,1,48.64
313991,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,141 : 1 ,5,0.025,0.045,59,0.002,,9,1,54.45
313992,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",GS ,200 : 1 ,5,0.025,0.045,59,0.002,,9,1,54.45
313993,"Spur Gearhead GS 12 A Ø12 mm, 0.008 - 0.03 Nm",,,NaN,NaN,NaN,NaN,NaN,,NaN,1,63.36
320247,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,14 : 1 ,2,4,6,75,0.8,= ,170,0,192.36
320297,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,103 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
324942,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,246 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324944,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,295 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324945,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,318 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324946,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,411 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324947,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,456 : 1 ,4,8,12,60,0.7,= ,240,1,224.73
324948,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,492 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324949,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,531 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324950,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,589 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324951,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,636 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324952,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,706 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324953,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,762 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
324954,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,913 : 1 ,4,8,12,60,0.7,= ,240,1,215.73
326659,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,18 : 1 ,2,4,6,75,0.8,= ,170,1,192.36
326660,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,21 : 1 ,2,4,6,75,0.8,= ,170,1,192.36
326661,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,23 : 1 ,2,4,6,75,0.8,= ,170,1,192.36
326662,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,28 : 1 ,2,4,6,75,0.8,= ,170,1,192.36
326663,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,33 : 1 ,2,4,6,75,0.8,= ,170,1,192.36
326664,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,51 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326665,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,66 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326666,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,79 : 1 ,3,8,12,70,0.7,= ,210,0,204.09
326667,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,86 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326668,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,111 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326669,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,123 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326670,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,132 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326671,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,159 : 1 ,3,8,12,70,0.7,= ,210,1,204.09
326672,"Planetary Gearhead GP 32 HP Ø32 mm, 4.0 - 8.0 Nm, Metal Version, High Power",GP ,190 : 1 ,4,8,12,60,0.7,= ,240,0,215.73
327788,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,108 : 1 ,4,0.1,0.3,62,0.01,= ,17,1,152.09
327789,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,76 : 1 ,4,0.1,0.3,62,0.02,= ,17,1,152.09
327790,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,141 : 1 ,4,0.1,0.3,62,0.01,= ,17,1,152.09
327796,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,261 : 1 ,5,0.1,0.3,54,0.01,,18,1,175.73
327797,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,371 : 1 ,5,0.1,0.3,54,0.01,,18,1,175.73
327799,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,485 : 1 ,5,0.1,0.3,54,0.01,,18,1,175.73
327800,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,900 : 1 ,6,0.1,0.3,48,0.01,= ,20,1,192.55
327801,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,1278 : 1 ,6,0.1,0.3,48,0.01,= ,20,1,192.55
327802,"Spur Gearhead GS 16 VZ Ø16 mm, 0.06 - 0.1 Nm, Low Backlash",GS ,1670 : 1 ,6,0.1,0.3,48,0.01,= ,20,1,192.55
328699,"Planetary Gearhead GP 16 C Ø16 mm, 0.2–0.6 Nm",GP ,370 : 1 ,4,0.5,0.75,65,0.05,= ,33,0,142.27
332422,"Planetary Gearhead GP 10 A Ø10 mm, 0.01 - 0.15 Nm, Metal Version",GP ,4 : 1 ,1,0.01,0.02,90,0.005,= ,7,1,54.73
332423,"Planetary Gearhead GP 10 A Ø10 mm, 0.01 - 0.15 Nm, Metal Version",GP ,16 : 1 ,2,0.03,0.05,81,0.005,= ,7,1,68.45
332424,"Planetary Gearhead GP 10 A Ø10 mm, 0.01 - 0.15 Nm, Metal Version",GP ,64 : 1 ,3,0.1,0.15,73,0.005,= ,8,0,93.91
332425,"Planetary Gearhead GP 10 A Ø10 mm, 0.01 - 0.15 Nm, Metal Version",GP ,256 : 1 ,4,0.15,0.2,65,0.005,= ,8,0,125.27
332426,"Planetary Gearhead GP 10 A Ø10 mm, 0.01 - 0.15 Nm, Metal Version",GP ,1024 : 1 ,5,0.15,0.2,59,0.005,= ,9,1,149.73
351942,"Planetary Gearhead GP 32 BZ Ø32 mm, 0.75 - 4.5 Nm, low-backlash",GP ,5.2 : 1 ,1,0.5,1.1,90,1.25,= ,150,1,189
352365,"Planetary Gearhead GP 13 A Ø13 mm, 0.02 - 0.35 Nm, Metal version",GP ,5.1 : 1 ,1,0.2,0.3,91,0.025,= ,11,1,38.45
352366,"Planetary Gearhead GP 13 A Ø13 mm, 0.02 - 0.35 Nm, Metal version",GP ,26 : 1 ,2,0.2,0.3,83,0.015,= ,14,1,47.18
352367,"Planetary Gearhead GP 13 A Ø13 mm, 0.02 - 0.35 Nm, Metal version",GP ,131 : 1 ,3,0.3,0.45,75,0.015,= ,17,0,54.09
352368,"Planetary Gearhead GP 13 A Ø13 mm, 0.02 - 0.35 Nm, Metal version",GP ,664 : 1 ,4,0.3,0.45,69,0.015,= ,20,1,61.91
352369,"Planetary Gearhead GP 13 A Ø13 mm, 0.02 - 0.35 Nm, Metal version",GP ,3373 : 1 ,5,0.35,0.53,62,0.015,= ,23,1,71.73
352391,"Planetary Gearhead GP 13 A Ø13 mm, 0.2 - 0.35 Nm, Metal Version, Ball Bearing",GP ,5.1 : 1 ,1,0.2,0.3,91,0.025,= ,11,1,76.91
352392,"Planetary Gearhead GP 13 A Ø13 mm, 0.2 - 0.35 Nm, Metal Version, Ball Bearing",GP ,26 : 1 ,2,0.2,0.3,83,0.015,= ,14,1,85.64
352393,"Planetary Gearhead GP 13 A Ø13 mm, 0.2 - 0.35 Nm, Metal Version, Ball Bearing",GP ,131 : 1 ,3,0.3,0.45,75,0.015,= ,17,1,92.45
352394,"Planetary Gearhead GP 13 A Ø13 mm, 0.2 - 0.35 Nm, Metal Version, Ball Bearing",GP ,664 : 1 ,4,0.3,0.45,69,0.015,= ,20,1,100.36
352395,"Planetary Gearhead GP 13 A Ø13 mm, 0.2 - 0.35 Nm, Metal Version, Ball Bearing",GP ,3373 : 1 ,5,0.35,0.53,62,0.015,= ,23,1,110.18
354722,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,11 : 1 ,1,1,1.25,78,0.65,= ,130,1,180.82
354723,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,17 : 1 ,1,1,1.25,72,0.38,= ,130,1,180.82
354724,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,33 : 1 ,1,1,1.25,68,0.65,= ,130,1,180.82
354725,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,41 : 1 ,2,3.5,4.4,70,0.6,= ,230,1,233.55
354726,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,53 : 1 ,2,3.5,4.4,70,0.6,= ,230,1,233.55
354727,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,63 : 1 ,2,3.5,4.4,70,0.6,= ,230,1,233.55
354728,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,98 : 1 ,2,3.5,4.4,65,0.35,= ,230,1,233.55
354729,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,123 : 1 ,2,3.5,4.4,61,0.22,= ,230,1,233.55
354730,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,158 : 1 ,2,3.5,4.4,61,0.35,= ,230,1,233.55
354731,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,152 : 1 ,3,4.5,6.5,63,0.6,= ,260,1,263.55
354732,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,196 : 1 ,3,4.5,6.5,63,0.6,= ,260,1,263.55
354733,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,235 : 1 ,3,4.5,6.5,63,0.6,= ,260,1,263.55
354734,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,253 : 1 ,3,4.5,6.5,63,0.6,= ,260,1,263.55
354735,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,304 : 1 ,3,4.5,6.5,63,0.6,= ,260,1,263.55
354736,"Koaxdrive KD 32  Ø32 mm, 1.0 - 4.5 Nm, reduced noise ",KD ,364 : 1 ,3,4.5,6.5,63,0.6,= ,260,1,263.55
